Omnipath_Kinase	score
AKT1	4.4249571416223406
AKT2	1.5467415564959495
AKT3	1.3026896025849743
ARAF	0.19113140245064458
ATM	0.2705906484691176
ATR	-0.0055889959435093724
AURKA	1.7093303226418652
AURKB	0.07078991585152766
BRAF	0.5625272437666649
BUB1	1.423507104094175
CAMK2A	-1.4842172029480976
CAMK2B	-0.9132288827145829
CAMK2D	-0.9479248818313315
CAMK4	-1.667335841123735
CCNA2	0.7513163083399366
CCNB1	-1.1663906906881136
CCND1	-0.664477935667753
CCNE2	-0.9411105931253384
CDC7	0.6170374714191891
CDK1	0.4350899850891282
CDK10	-0.20413682069036615
CDK11B	-0.20413682069036615
CDK12	-0.8519119698691365
CDK13	-0.20413682069036615
CDK16	-0.881761631336618
CDK17	-2.314543180735479
CDK18	-0.38979853421185817
CDK19	-0.20413682069036615
CDK2	-3.085190343470948
CDK20	-0.3278290442696066
CDK3	1.1132456135940625
CDK4	-1.1859511583310682
CDK5	0.31445550851608256
CDK5R1	2.365335727755521
CDK6	-0.7277991275797567
CDK7	-0.5451863260405091
CDK8	-0.12806727291280626
CDK9	-0.8776683753145591
CHEK1	1.169419660327004
CHEK2	-0.10904926892980583
CLK1	0.4241356913983211
CLK2	0.4416099106597862
CLK3	0.3219827986470609
CSNK1A1	-0.11938235402672986
CSNK1D	1.3495551351698682
CSNK1E	0.30154374518708515
CSNK2A1	1.0416963275973405
CSNK2A2	1.4587586124645902
CSNK2B	-0.9134557146227283
DAPK3	-0.11106748116566663
DUSP1	2.074655672679569
DYRK1A	0.016527509863930274
DYRK2	0.09326029386804689
EEF2K	-0.9606139981781293
GSK3A	0.05008589407073939
GSK3B	0.15830398654796882
HIPK2	-2.1795078557458307
IKBKE	0.5130648783589687
MAP2K1	0.6606265646626631
MAP3K1	1.110569725558291
MAP3K13	-0.5600145687941066
MAP3K7	0.8215206013400084
MAP3K8	-0.3580108461315648
MAPK1	3.1783236599951645
MAPK10	0.6275618722420104
MAPK11	0.2834672940796753
MAPK12	0.34643201975034327
MAPK13	-1.0999347582706474
MAPK14	-0.324249495847519
MAPK15	1.6632504642932906
MAPK3	3.340870461876017
MAPK4	-0.1948440527302776
MAPK6	-0.5200371724410089
MAPK7	0.1717201747469223
MAPK8	3.1172096243899983
MAPK9	0.38979962481276487
MAPKAPK2	0.549047976323251
MAPKAPK5	1.1038922160371352
MARK2	-0.4540212558572951
MELK	0.6571109828282246
MTOR	1.5306241965257115
NEK3	-0.05863464897436128
NLK	0.40288063741587654
NUAK1	1.8423626148379382
PAK1	-2.9038690446672923
PAK2	-10.538393399502173
PAK4	-1.5790156133126156
PDK1	1.6443438844421963
PDPK1	2.1799618926838016
PIM1	0.07598877204871017
PIM2	-0.3516365091644994
PKN1	0.29502195903978584
PLK1	-0.07050247687485613
PPM1A	0.46109753387101954
PPP1CA	-0.08198602404007792
PPP2CA	1.7199416925958317
PPP2CB	0.8287564383219886
PRKAA1	0.23803681421778644
PRKAA2	-1.1131313482760645
PRKAB1	-1.1345003387811659
PRKAB2	-1.0326989201381704
PRKACA	0.19904592500660342
PRKACB	-0.05642139178258046
PRKAG1	-1.0326989201381704
PRKAG2	-1.0326989201381704
PRKAG3	-1.0326989201381704
PRKCA	0.20187335933408893
PRKCB	2.0659996740754214
PRKCD	0.7853303797613279
PRKCE	1.3423350158339251
PRKCG	1.4118622942003318
PRKCH	1.6547685348687864
PRKCI	-1.3770213563045854
PRKCZ	0.4836817429479757
PRKD1	0.38081782699928285
PRKDC	-0.27187188332163215
PRKG1	1.66035395928893
PRKX	0.13698305040764855
PRKY	0.13698305040764855
RAF1	0.2726862155933158
ROCK1	-0.8432153421748797
RPS6KA1	2.4681582381106733
RPS6KA2	-0.4812911894938045
RPS6KA3	4.529992919398946
RPS6KA4	0.5717172352063796
RPS6KA5	1.104777065353623
RPS6KA6	-0.15994520354825129
RPS6KB1	2.3327874411101814
RPS6KB2	0.33307402167877265
RSKR	-0.15994520354825129
SGK1	3.4651987227857797
SGK2	1.57034338710527
SGK3	2.9130573569167155
SRC	1.2484599037726676
SRPK1	-0.3523974327724715
SRPK2	0.6164244572570792
STK17A	0.9731147121217553
STK38L	-0.8901430901669244
TBK1	-1.58809537037942
TTK	0.12414049398601082
UHMK1	0.054677761461898206
ULK1	-0.5610682314127217
WEE1	-0.7690068747284239
