Omnipath_Kinase	score
AKT1	3.610989811307654
AKT2	0.8462003819676902
AKT3	0.7793118889291812
ATM	-0.29861145767386704
ATR	-1.4899910739254172
AURKA	0.27719424141928206
AURKB	-0.18404811158989173
BUB1	-0.12739646220681808
CAMK2A	-1.277043119129162
CAMK2B	-0.5324940044508446
CAMK2D	1.072167964928629
CAMK4	-2.2998281375016636
CCNA2	0.7936978712035071
CCNB1	1.1016814597243068
CCNE2	1.1467316583247733
CDC7	-0.013127396888435052
CDK1	0.9757654312091273
CDK10	-0.8205355385759374
CDK11B	-0.8205355385759374
CDK12	0.3296492875770967
CDK13	-0.8205355385759374
CDK16	-1.4854414376278282
CDK17	-2.999258793754254
CDK18	-0.8205355385759374
CDK19	-0.8205355385759374
CDK2	-1.288139538626613
CDK20	-0.9395320606062003
CDK3	0.5740779876751297
CDK4	-0.07753610908304344
CDK5	-0.5470416349023459
CDK5R1	0.25238875257928084
CDK6	0.7926821425362843
CDK7	-0.3418391159617023
CDK8	-0.6360604502911585
CDK9	-1.5947562802817536
CHEK1	1.0750279511782541
CHEK2	0.1547376128419697
CHUK	-3.0322023859411167
CLK1	0.26687864123926974
CLK2	-0.8411808457117498
CLK3	-0.4394095178413181
CSNK1A1	0.4712903422127303
CSNK1D	0.3387229155926831
CSNK1E	-0.5334529241978572
CSNK2A1	0.7415778802139288
CSNK2A2	0.10632015613290967
CSNK2B	1.2430532928979534
DYRK1A	-0.3291284666590921
DYRK2	0.3787255598283457
EEF2K	-0.23795094249411228
GSK3A	1.0506610146728443
GSK3B	2.46047266652887
HIPK2	-1.7634127918898597
IKBKE	0.11359445641098968
MAP2K1	-2.206725915629921
MAP3K1	-2.641915544244126
MAP3K13	0.4166770019121691
MAP3K7	0.9414158534632737
MAP3K8	-1.9257987201064286
MAPK1	0.6857306895251296
MAPK10	0.18584376439975017
MAPK11	-0.6479627341313594
MAPK12	-0.24855490253712362
MAPK13	-0.6193806478427764
MAPK14	2.1702315378578136
MAPK15	1.3438506728325756
MAPK3	0.6177313327424914
MAPK4	-0.2969832571067694
MAPK6	-0.8144479499998369
MAPK7	-0.8414924693363934
MAPK8	0.0819529526168979
MAPK9	0.32387980480649115
MAPKAPK2	-0.9270664992408518
MAPKAPK5	-0.23703563093785987
MARK2	-0.8310166930314401
MELK	-2.1756484883002645
MTOR	2.325398825514789
NEK3	0.0585830127038248
NLK	-1.2927299447698717
PAK1	-2.2393940193734574
PAK2	-13.049574021265851
PAK4	-2.42907967051198
PDK1	1.8777512033445627
PDPK1	1.1195576783598713
PIK3C3	1.7848931767188843
PIM1	-0.5332293507093051
PKN1	0.4290442147983679
PLK1	0.47290120746251013
PPM1A	0.45816016657914604
PPP1CA	0.820097702472739
PPP2CA	1.8894175923672742
PPP2CB	0.5141307896719481
PRKAA1	0.46293357649425965
PRKAA2	-0.37282167311263503
PRKAB1	-0.10287481405017082
PRKAB2	0.03344467243034394
PRKACA	-0.5331296362730098
PRKACB	1.562987138608413
PRKAG1	0.03344467243034394
PRKAG2	-0.22928749512127508
PRKAG3	0.03344467243034394
PRKCA	1.5333062496160925
PRKCB	0.679797826347633
PRKCD	0.6493545302780466
PRKCE	1.7958158503426784
PRKCG	0.7997164292749014
PRKCH	0.575708262379667
PRKCI	-1.4604511978694497
PRKCZ	0.4229211608014808
PRKD1	-0.5583936561535483
PRKDC	-0.3508544209670083
PRKG1	0.7340250991057619
PRKX	-0.7427508921840412
PRKY	-0.7427508921840412
RAF1	-0.9759809094829841
ROCK1	-1.2246413193225325
RPS6KA1	1.237512431518908
RPS6KA2	0.5685640330071188
RPS6KA3	2.926965975761711
RPS6KA4	-0.17289422561489076
RPS6KA5	1.3279818472988885
RPS6KB1	-0.5921470768793777
RPS6KB2	0.6254687206279469
SGK1	3.224421890368803
SGK3	2.2111649562967965
SRC	0.5647883067594389
SRPK1	-0.4509631605341384
SRPK2	-0.7502040078241805
STK17A	0.9383815116371353
TBK1	-0.8105493491249224
WEE1	-0.9596024843926403
